SourceFile,FocusLocation,FocusDistance2,HyperfocalDistance
DSC08859.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08860.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08862.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08863.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08864.JPG,7008 3944 3504 1972,46.55 m,58.24 m
DSC08866.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08868.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08869.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08873.JPG,7008 3944 3504 1972,65.80 m,58.24 m
DSC08874.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08875.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08876.JPG,7008 3944 3504 1972,57.79 m,58.24 m
DSC08878.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08879.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08880.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08881.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08882.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08883.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08884.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08885.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08887.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08888.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08889.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08890.JPG,7008 3944 3504 1972,55.34 m,58.24 m
DSC08891.JPG,7008 3944 3504 1972,50.76 m,58.24 m
DSC08892.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08893.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08894.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08895.JPG,7008 3944 3504 1972,46.55 m,58.24 m
DSC08899.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08900.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08907.JPG,7008 3944 3504 1972,39.15 m,58.24 m
DSC08910.JPG,7008 3944 3504 1972,48.61 m,58.24 m
DSC08911.JPG,7008 3944 3504 1972,46.55 m,58.24 m
DSC08912.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08913.JPG,7008 3944 3504 1972,44.58 m,58.24 m
DSC08915.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08916.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08917.JPG,7008 3944 3504 1972,42.69 m,58.24 m
DSC08918.JPG,7008 3944 3504 1972,40.88 m,58.24 m
DSC08919.JPG,7008 3944 3504 1972,40.88 m,58.24 m
